ID_Traza,Ley_Fuente,Articulo,Objetivo,Stakeholder,ID_Evidencia,ID_Requisito,Tipo,ID_CU,ID_Flujo,Descripcion_Flujo,ID_HU,ID_CA,Componente,ID_Mockup,MoSCoW,Estado_Cierre,Nota
TR-2B-081,Operación,Art. N/A,Administrar rutinas,Instructor,EV-ENTR09-03,RF-22,RF,CU-18,N/A,Traza histórica o plan de verificación sin flujo CU específico.,HU-18,CA-18,Rutinas,MU-17;MU-29;MU-54;MU-55;MU-64(F),Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-082,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR01-05,RF-23,RF,CU-19,N/A,Traza histórica o plan de verificación sin flujo CU específico.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-083,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR09-01,RF-23,RF,CU-19,N/A,Traza histórica o plan de verificación sin flujo CU específico.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-084,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR09-04,RF-23,RF,CU-19,N/A,Traza histórica o plan de verificación sin flujo CU específico.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-085,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR10-01,RF-23,RF,CU-19,N/A,Traza histórica o plan de verificación sin flujo CU específico.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-086,Operación,Art. N/A,Registrar seguimiento,Instructor,EV-ENTR10-03,RF-23,RF,CU-19,N/A,Traza histórica o plan de verificación sin flujo CU específico.,HU-19,CA-19,Rutinas,MU-17;MU-54,Must,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-087,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR09-04,RF-24,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-088,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR09-05,RF-24,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-089,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR09-06,RF-24,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-090,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR10-03,RF-24,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-091,Base interna,N/A,Registrar seguimiento operativo,Instructor,EV-ENTR10-04,RF-24,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Rutinas,MU-59;MU-60,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-092,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR01-05,RF-25,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-093,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR05-05,RF-25,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-094,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR06-04,RF-25,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-095,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR07-04,RF-25,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-096,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR08-05,RF-25,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-097,Base interna,N/A,Consultar panel y reportes,Administrador,EV-ENTR09-05,RF-25,RF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,CA-N/A,Reportes,MU-10;MU-24;MU-34,Should,CERRADA,Traza a nivel de requisito: la evidencia sustenta el RF y el conjunto de mockups representa dicho RF.
TR-2B-098,WALK + member checking,N/A,Explicabilidad,Responsable de calidad con entrenador autorizado,WALK-TEC-02-F006; WALK-TEC-02-F007; WALK-NTEC-03-F003,RNF-16,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-16,Vista de rutina del componente propuesto,N/A,Should,PLANIFICADA_NO_EJECUTADA,La evidencia sustenta la necesidad; no demuestra un componente IA ya implementado.
TR-2B-099,WALK + member checking,N/A,Supervisión humana,Entrenador autorizado,WALK-TEC-02-F008; WALK-TEC-02-F009,RNF-17,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-17,Registro de revisión humana del componente propuesto,N/A,Should,PLANIFICADA_NO_EJECUTADA,La evidencia sustenta la necesidad; no demuestra un componente IA ya implementado.
TR-2B-100,WALK + member checking,N/A,Trazabilidad de rutinas,Responsable de calidad,WALK-TEC-01-F003; WALK-TEC-01-F014,RNF-18,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-18,Historial de gestión de rutinas,N/A,Should,PLANIFICADA_NO_EJECUTADA,La evidencia sustenta la necesidad; no demuestra un componente IA ya implementado.
TR-2B-101,WALK + member checking,N/A,Explicabilidad,Responsable de calidad con entrenador autorizado,WALK-NTEC-01-F008; WALK-TEC-03-F014; WALK-TEC-02-F006,RNF-19,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-19,Vista de explicación del componente propuesto,N/A,Should,PLANIFICADA_NO_EJECUTADA,La evidencia sustenta la necesidad; no demuestra un componente IA ya implementado.
TR-2B-102,Guía específica FabroGym,Sección 8,Validez de recomendación,Responsable de calidad con entrenador autorizado,NINGUNA PRUEBA EJECUTADA,RNF-20,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-20,Motor de recomendación propuesto,N/A,Should,PLANIFICADA_NO_EJECUTADA,Umbral de diseño propuesto; no se presenta como resultado empírico.
TR-2B-103,Guía específica FabroGym,Sección 8,Equidad,Responsable de calidad con entrenador autorizado,NINGUNA EVIDENCIA DE CAMPO,RNF-21,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-21,Módulo de evaluación de equidad propuesto,N/A,Should,PLANIFICADA_NO_EJECUTADA,No se atribuye el umbral ni el resultado a participantes.
TR-2B-104,Guía específica FabroGym,Sección 8,Monitoreo posterior al despliegue,Responsable del producto,NO EXISTE DESPLIEGUE,RNF-22,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-22,Registro de monitoreo propuesto,N/A,Should,PLANIFICADA_NO_EJECUTADA,Se especifica la prueba futura; no se afirma monitoreo ejecutado.
TR-2B-105,Guía específica FabroGym,Sección 8,Riesgo,Responsable del producto y entrenador autorizado,NINGUNA EVALUACIÓN EJECUTADA,RNF-23,RNF,N/A,N/A,Traza histórica o plan de verificación sin flujo CU específico.,N/A,PV-RNF-23,Matriz de riesgos y control de activación propuestos,N/A,Should,PLANIFICADA_NO_EJECUTADA,Clasificación de diseño preventiva; el riesgo residual debe medirse antes de despliegue.
TR-FL-001,ERS 2B / evidencia empírica vigente,N/A,Garantizar tratamiento lícito y minimización de datos,Personal autorizado,EV-ENTR02-07,RF-01,FLUJO_CU,CU-01,CU-01-FP,Principal: Flujo principal de Autenticar usuario.,HU-01,CA-01,Seguridad,MU-01,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-002,ERS 2B / evidencia empírica vigente,N/A,Garantizar tratamiento lícito y minimización de datos,Personal autorizado,EV-ENTR02-07,RF-01,FLUJO_CU,CU-01,CU-01-FA-01,"Alternativo: En el paso 3 del flujo principal falta uno de los campos requeridos para intentar la autenticación. Apertura/retorno: Se abre desde el paso 3; después de completar el campo faltante, retorna al paso 3 para repetir la validación.",HU-01,CA-01,Seguridad,MU-01,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-003,ERS 2B / evidencia empírica vigente,N/A,Garantizar tratamiento lícito y minimización de datos,Personal autorizado,EV-ENTR02-07,RF-01,FLUJO_CU,CU-01,CU-01-EX-01,Excepción: Las credenciales son inválidas o la cuenta no está habilitada.,HU-01,CA-01,Seguridad,MU-01,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-004,ERS 2B / evidencia empírica vigente,N/A,Controlar acceso por roles y permisos,Administrador,EV-ENTR02-07;EV-ENTR03-06;EV-ENTR08-04,RF-02,FLUJO_CU,CU-02,CU-02-FP,Principal: Flujo principal de Aplicar permisos por rol.,HU-02,CA-02,Seguridad,MU-22;MU-32,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-005,ERS 2B / evidencia empírica vigente,N/A,Controlar acceso por roles y permisos,Administrador,EV-ENTR02-07;EV-ENTR03-06;EV-ENTR08-04,RF-02,FLUJO_CU,CU-02,CU-02-FA-01,"Alternativo: El rol permite consulta pero no modificación sobre el recurso solicitado. Apertura/retorno: Se abre desde el paso 4 del flujo principal; el caso de uso termina al presentar el recurso en modo de consulta, sin ejecutar el paso 5 como operación de modificación.",HU-02,CA-02,Seguridad,MU-22;MU-32,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-006,ERS 2B / evidencia empírica vigente,N/A,Controlar acceso por roles y permisos,Administrador,EV-ENTR02-07;EV-ENTR03-06;EV-ENTR08-04,RF-02,FLUJO_CU,CU-02,CU-02-EX-01,Excepción: La operación no está asignada al rol o no existe una regla explícita que la autorice.,HU-02,CA-02,Seguridad,MU-22;MU-32,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-007,ERS 2B / evidencia empírica vigente,N/A,Registrar datos mínimos de cliente,Recepción,EV-ENTR01-02;EV-ENTR02-02;EV-ENTR03-02;EV-ENTR08-01,RF-04,FLUJO_CU,CU-03,CU-03-FP,Principal: Flujo principal de Registrar cliente mínimo.,HU-03,CA-03,Clientes,MU-12;MU-37,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-008,ERS 2B / evidencia empírica vigente,N/A,Registrar datos mínimos de cliente,Recepción,EV-ENTR01-02;EV-ENTR02-02;EV-ENTR03-02;EV-ENTR08-01,RF-04,FLUJO_CU,CU-03,CU-03-FA-01,"Alternativo: En el paso 3 del flujo principal los datos mínimos están presentes, pero el medio de contacto no cumple el formato permitido. Apertura/retorno: Se abre desde el paso 3; una vez corregido el contacto, retorna al paso 3 para repetir la validación de formato y obligatoriedad.",HU-03,CA-03,Clientes,MU-12;MU-37,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-009,ERS 2B / evidencia empírica vigente,N/A,Registrar datos mínimos de cliente,Recepción,EV-ENTR01-02;EV-ENTR02-02;EV-ENTR03-02;EV-ENTR08-01,RF-04,FLUJO_CU,CU-03,CU-03-EX-01,Excepción: Falta un dato mínimo obligatorio o el código interno ya existe.,HU-03,CA-03,Clientes,MU-12;MU-37,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-010,ERS 2B / evidencia empírica vigente,N/A,Consultar ficha de cliente,Recepción,EV-ENTR02-03;EV-ENTR02-08;EV-ENTR08-05,RF-05,FLUJO_CU,CU-04,CU-04-FP,Principal: Flujo principal de Buscar y consultar cliente.,HU-04,CA-04,Clientes,MU-11;MU-36,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-011,ERS 2B / evidencia empírica vigente,N/A,Consultar ficha de cliente,Recepción,EV-ENTR02-03;EV-ENTR02-08;EV-ENTR08-05,RF-05,FLUJO_CU,CU-04,CU-04-FA-01,"Alternativo: La búsqueda devuelve más de una coincidencia válida. Apertura/retorno: Se abre desde el paso 3 del flujo principal; después de que el usuario selecciona una coincidencia, retorna al paso 6 para mostrar la ficha autorizada.",HU-04,CA-04,Clientes,MU-11;MU-36,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-012,ERS 2B / evidencia empírica vigente,N/A,Consultar ficha de cliente,Recepción,EV-ENTR02-03;EV-ENTR02-08;EV-ENTR08-05,RF-05,FLUJO_CU,CU-04,CU-04-EX-01,Excepción: No existe coincidencia o la información solicitada queda fuera del alcance permitido para el rol.,HU-04,CA-04,Clientes,MU-11;MU-36,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-013,ERS 2B / evidencia empírica vigente,N/A,Actualizar y reactivar cliente,Recepción,EV-ENTR02-02;EV-ENTR03-02;EV-ENTR04-01;EV-ENTR05-02,RF-06,FLUJO_CU,CU-05,CU-05-FP,Principal: Flujo principal de Actualizar o reactivar cliente.,HU-05,CA-05,Clientes,MU-11;MU-36,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-014,ERS 2B / evidencia empírica vigente,N/A,Actualizar y reactivar cliente,Recepción,EV-ENTR02-02;EV-ENTR03-02;EV-ENTR04-01;EV-ENTR05-02,RF-06,FLUJO_CU,CU-05,CU-05-FA-01,"Alternativo: En el paso 3 del flujo principal el cliente seleccionado se encuentra inactivo y el usuario solicita reactivarlo. Apertura/retorno: Se abre desde el paso 3; después de validar la reactivación sobre el mismo identificador, retorna al paso 6 para confirmar el resultado.",HU-05,CA-05,Clientes,MU-11;MU-36,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-015,ERS 2B / evidencia empírica vigente,N/A,Actualizar y reactivar cliente,Recepción,EV-ENTR02-02;EV-ENTR03-02;EV-ENTR04-01;EV-ENTR05-02,RF-06,FLUJO_CU,CU-05,CU-05-EX-01,Excepción: Los cambios producirían una duplicidad o contienen datos no válidos.,HU-05,CA-05,Clientes,MU-11;MU-36,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-016,ERS 2B / evidencia empírica vigente,N/A,Configurar catálogo de planes,Administrador,EV-ENTR02-01;EV-ENTR04-01,RF-07,FLUJO_CU,CU-06,CU-06-FP,Principal: Flujo principal de Configurar planes y promociones.,HU-06,CA-06,Membresías,MU-68,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-017,ERS 2B / evidencia empírica vigente,N/A,Configurar catálogo de planes,Administrador,EV-ENTR02-01;EV-ENTR04-01,RF-07,FLUJO_CU,CU-06,CU-06-FA-01,"Alternativo: El administrador decide desactivar un plan o promoción existente sin eliminarlo. Apertura/retorno: Se abre desde el paso 2 del flujo principal; después de cambiar el estado a inactivo, retorna al paso 5 para reflejar el estado actualizado en el catálogo.",HU-06,CA-06,Membresías,MU-68,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-018,ERS 2B / evidencia empírica vigente,N/A,Configurar catálogo de planes,Administrador,EV-ENTR02-01;EV-ENTR04-01,RF-07,FLUJO_CU,CU-06,CU-06-EX-01,"Excepción: La duración, el precio o el periodo de vigencia son inválidos.",HU-06,CA-06,Membresías,MU-68,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-019,ERS 2B / evidencia empírica vigente,N/A,Activar y renovar membresía,Recepción,EV-ENTR01-02;EV-ENTR02-04;EV-ENTR03-01;EV-ENTR04-03,RF-08,FLUJO_CU,CU-07,CU-07-FP,Principal: Flujo principal de Activar o renovar membresía.,HU-07,CA-07,Membresías,MU-14;MU-39,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-020,ERS 2B / evidencia empírica vigente,N/A,Activar y renovar membresía,Recepción,EV-ENTR01-02;EV-ENTR02-04;EV-ENTR03-01;EV-ENTR04-03,RF-08,FLUJO_CU,CU-07,CU-07-FA-01,"Alternativo: El cliente ya posee una membresía y la operación corresponde a renovación. Apertura/retorno: Se abre desde el paso 4 del flujo principal; después de determinar el inicio de la renovación conservando el historial, retorna al paso 5 para calcular el nuevo vencimiento.",HU-07,CA-07,Membresías,MU-14;MU-39,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-021,ERS 2B / evidencia empírica vigente,N/A,Activar y renovar membresía,Recepción,EV-ENTR01-02;EV-ENTR02-04;EV-ENTR03-01;EV-ENTR04-03,RF-08,FLUJO_CU,CU-07,CU-07-EX-01,Excepción: El plan no está vigente o no existe pago confirmado.,HU-07,CA-07,Membresías,MU-14;MU-39,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-022,ERS 2B / evidencia empírica vigente,N/A,Consultar vigencia,Personal autorizado,EV-ENTR01-03;EV-ENTR02-03;EV-ENTR03-03;EV-ENTR08-02,RF-09,FLUJO_CU,CU-08,CU-08-FP,Principal: Flujo principal de Consultar vigencia.,HU-08,CA-08,Membresías,MU-13;MU-38;MU-63(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-023,ERS 2B / evidencia empírica vigente,N/A,Consultar vigencia,Personal autorizado,EV-ENTR01-03;EV-ENTR02-03;EV-ENTR03-03;EV-ENTR08-02,RF-09,FLUJO_CU,CU-08,CU-08-FA-01,"Alternativo: El cliente no posee una membresía activa en la fecha de consulta. Apertura/retorno: Se abre desde el paso 3 del flujo principal; el caso de uso termina después de presentar el estado no vigente, sin ejecutar los pasos destinados a mostrar una membresía activa.",HU-08,CA-08,Membresías,MU-13;MU-38;MU-63(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-024,ERS 2B / evidencia empírica vigente,N/A,Consultar vigencia,Personal autorizado,EV-ENTR01-03;EV-ENTR02-03;EV-ENTR03-03;EV-ENTR08-02,RF-09,FLUJO_CU,CU-08,CU-08-EX-01,Excepción: El cliente no existe o el criterio de búsqueda es inválido.,HU-08,CA-08,Membresías,MU-13;MU-38;MU-63(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-025,ERS 2B / evidencia empírica vigente,N/A,Alertar vencimientos,Recepción,EV-ENTR01-03;EV-ENTR05-02;EV-ENTR07-02,RF-10,FLUJO_CU,CU-09,CU-09-FP,Principal: Flujo principal de Alertar vencimientos.,HU-09,CA-09,Membresías,MU-10;MU-13;MU-38,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-026,ERS 2B / evidencia empírica vigente,N/A,Alertar vencimientos,Recepción,EV-ENTR01-03;EV-ENTR05-02;EV-ENTR07-02,RF-10,FLUJO_CU,CU-09,CU-09-FA-01,Alternativo: No existen membresías vencidas ni próximas a vencer en la ventana definida. Apertura/retorno: Se abre desde el paso 3 del flujo principal; el caso de uso termina después de presentar el resultado vacío con la fecha de corte aplicada.,HU-09,CA-09,Membresías,MU-10;MU-13;MU-38,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-027,ERS 2B / evidencia empírica vigente,N/A,Alertar vencimientos,Recepción,EV-ENTR01-03;EV-ENTR05-02;EV-ENTR07-02,RF-10,FLUJO_CU,CU-09,CU-09-EX-01,Excepción: La fecha de corte o el filtro de consulta es inválido.,HU-09,CA-09,Membresías,MU-10;MU-13;MU-38,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-028,ERS 2B / evidencia empírica vigente,N/A,Registrar pago y comprobante,Recepción,EV-ENTR01-02;EV-ENTR02-04;EV-ENTR03-04;EV-ENTR07-02;EV-ENTR08-03,RF-11,FLUJO_CU,CU-10,CU-10-FP,Principal: Flujo principal de Registrar pago y comprobante.,HU-10,CA-10,Pagos,MU-15;MU-16;MU-40;MU-41,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-029,ERS 2B / evidencia empírica vigente,N/A,Registrar pago y comprobante,Recepción,EV-ENTR01-02;EV-ENTR02-04;EV-ENTR03-04;EV-ENTR07-02;EV-ENTR08-03,RF-11,FLUJO_CU,CU-10,CU-10-FA-01,"Alternativo: El medio de pago no requiere una referencia externa, como en un pago en efectivo. Apertura/retorno: Se abre desde el paso 3 del flujo principal; después de registrar la referencia como no aplicable, retorna al paso 4 para registrar el pago.",HU-10,CA-10,Pagos,MU-15;MU-16;MU-40;MU-41,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-030,ERS 2B / evidencia empírica vigente,N/A,Registrar pago y comprobante,Recepción,EV-ENTR01-02;EV-ENTR02-04;EV-ENTR03-04;EV-ENTR07-02;EV-ENTR08-03,RF-11,FLUJO_CU,CU-10,CU-10-EX-01,Excepción: El monto es inválido o falta un dato obligatorio para el medio seleccionado.,HU-10,CA-10,Pagos,MU-15;MU-16;MU-40;MU-41,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-031,ERS 2B / evidencia empírica vigente,N/A,Registrar asistencia,Recepción,EV-ENTR02-03;EV-ENTR03-03;EV-ENTR04-02;EV-ENTR07-07;EV-ENTR08-02,RF-13,FLUJO_CU,CU-11,CU-11-FP,Principal: Flujo principal de Registrar asistencia.,HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-032,ERS 2B / evidencia empírica vigente,N/A,Registrar asistencia,Recepción,EV-ENTR02-03;EV-ENTR03-03;EV-ENTR04-02;EV-ENTR07-07;EV-ENTR08-02,RF-13,FLUJO_CU,CU-11,CU-11-FA-01,"Alternativo: La asistencia requiere una excepción operativa autorizada. Apertura/retorno: Se abre desde el paso 3 del flujo principal; después de documentar la excepción autorizada, retorna al paso 4 para confirmar el registro de asistencia.",HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-033,ERS 2B / evidencia empírica vigente,N/A,Registrar asistencia,Recepción,EV-ENTR02-03;EV-ENTR03-03;EV-ENTR04-02;EV-ENTR07-07;EV-ENTR08-02,RF-13,FLUJO_CU,CU-11,CU-11-EX-01,"Excepción: La membresía no es válida y no existe una excepción autorizada, o ya existe el mismo evento de asistencia.",HU-11,CA-11,Asistencia,MU-20;MU-30;MU-46;MU-47,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-034,ERS 2B / evidencia empírica vigente,N/A,Consultar asistencia,Personal autorizado,EV-ENTR03-01;EV-ENTR07-01;EV-ENTR08-05;EV-ENTR09-06,RF-14,FLUJO_CU,CU-12,CU-12-FP,Principal: Flujo principal de Consultar asistencia.,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-035,ERS 2B / evidencia empírica vigente,N/A,Consultar asistencia,Personal autorizado,EV-ENTR03-01;EV-ENTR07-01;EV-ENTR08-05;EV-ENTR09-06,RF-14,FLUJO_CU,CU-12,CU-12-FA-01,Alternativo: La combinación de filtros no devuelve eventos. Apertura/retorno: Se abre desde el paso 4 del flujo principal; el caso de uso termina después de presentar el resultado vacío y los conteos en cero.,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-036,ERS 2B / evidencia empírica vigente,N/A,Consultar asistencia,Personal autorizado,EV-ENTR03-01;EV-ENTR07-01;EV-ENTR08-05;EV-ENTR09-06,RF-14,FLUJO_CU,CU-12,CU-12-EX-01,Excepción: El rango de fechas es inválido o el usuario intenta consultar información fuera de su permiso.,HU-12,CA-12,Asistencia,MU-20;MU-46;MU-56;MU-65(F),Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
TR-FL-037,ERS 2B / evidencia empírica vigente,N/A,Administrar productos,Administrador,EV-ENTR01-01;EV-ENTR02-05,RF-15,FLUJO_CU,CU-13,CU-13-FP,Principal: Flujo principal de Administrar productos.,HU-13,CA-13,Inventario,MU-19;MU-28;MU-44;MU-45,Must,CERRADA,Traza explícita del comportamiento del caso de uso; refina el RF/HU/CA existente y no crea un requisito nuevo.
